count	geneid	symbol	name	chr	orientation	start	end
2	133060	OTOP1	otopetrin 1	4	-	4188802	4226893
1	101928578	RAP2C-AS1	RAP2C antisense RNA 1	X	+	132218506	132432810
1	100133193	RPL32P28	ribosomal protein L32 pseudogene 28	13	+	62327883	62328395
65	10928	RALBP1	ralA binding protein 1	18	+	9475531	9538107
3	221756	SERPINB9P1	serpin peptidase inhibitor, clade B (ovalbumin), member 9, pseudogene 1	6	-	2854656	2876509
1	10751	OFD1P18Y	OFD1 pseudogene 18, Y-linked	Y	-	25897206	25897580
2	100126303	MIR890	microRNA 890	X	-	145994274	145994350
1	353009	3.8-1.4	-	6	-	29865914	29867086
16	10384	BTN3A3	butyrophilin, subfamily 3, member A3	6	+	26440471	26453414
31	57144	PAK7	p21 protein (Cdc42/Rac)-activated kinase 7	20	-	9537388	9839038
1	128668	RPL7AP12	ribosomal protein L7a pseudogene 12	20	-	4590934	4591320
15	162394	SLFN5	schlafen family member 5	17	+	35243066	35267748
1	339929	LPP-AS2	LPP antisense RNA 2	3	-	188151205	188154087
35	80232	WDR26	WD repeat domain 26	1	-	224385142	224434298
7	56101	PCDHGB5	protocadherin gamma subfamily B, 5	5	+	141398127	141512978
50	463	ZFHX3	zinc finger homeobox 3	16	-	72782884	73058634
207	7078	TIMP3	TIMP metallopeptidase inhibitor 3	22	+	32800815	32863040
3	724024	MIR654	microRNA 654	14	+	101040218	101040298
3	642757	TBC1D22A-AS1	TBC1D22A antisense RNA 1	22	-	46914091	46916041
1	285766	LOC285766	-	6	-	181465	205483
2	101060321	LOC101060321	-	17	+	36322241	36334758
44	6017	RLBP1	retinaldehyde binding protein 1	15	-	89209866	89221908
4	100533106	ZHX1-C8orf76	ZHX1-C8orf76 readthrough	8	-	123226188	123274486
39	5031	P2RY6	pyrimidinergic receptor P2Y, G-protein coupled, 6	11	+	73264495	73298624
69	3908	LAMA2	laminin, alpha 2	6	+	128883140	129516568
20	170954	PPP1R18	protein phosphatase 1, regulatory subunit 18	6	-	30676388	30687894
208	268	AMH	anti-Mullerian hormone	19	+	2249113	2252072
43	761	CA3	carbonic anhydrase III, muscle specific	8	+	85438826	85449039
1	100533970	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)	17	-	3662892	3696403
1	100189455	TRP-GGG1-1	transfer RNA-Pro (GGG) 1-1	10	+	22563649	22563721
6	353345	GPR141	G protein-coupled receptor 141	7	+	37683624	37742309
16	1939	EIF2D	eukaryotic translation initiation factor 2D	1	-	206571296	206612550
40	6301	SARS	seryl-tRNA synthetase	1	+	109213892	109238181
3	339593	LOC339593	-	20	-	11266658	11273382
9	79970	ZNF767P	zinc finger family member 767, pseudogene	7	-	149547153	149624789
31	3954	LETM1	leucine zipper-EF-hand containing transmembrane protein 1	4	-	1811478	1856246
48	11160	ERLIN2	ER lipid raft associated 2	8	+	37736578	37757800
2	360155	CYCSP52	cytochrome c, somatic pseudogene 52	1	+	157128361	157128670
109	6770	STAR	steroidogenic acute regulatory protein	8	-	38142699	38151264
5	256369	LINC00521	long intergenic non-protein coding RNA 521	14	+	93997269	94011694
332	842	CASP9	caspase 9, apoptosis-related cysteine peptidase	1	-	15491400	15526528
2	100271457	RPL23AP28	ribosomal protein L23a pseudogene 28	2	-	222044524	222044993
10	84290	CAPNS2	calpain, small subunit 2	16	+	55566671	55567679
2	102465837	MIR7849	microRNA 7849	4	+	146408582	146408687
3	9297	SNORD29	small nucleolar RNA, C/D box 29	11	-	62853903	62853967
2	102465753	MIR7641-2	microRNA 7641-2	14	+	75604208	75604260
2	100126323	MIR924	microRNA 924	18	-	39622122	39622174
7	386617	KCTD8	potassium channel tetramerization domain containing 8	4	-	44173902	44448884
6	84650	EBPL	emopamil binding protein-like	13	-	49660675	49691486
2	100131183	HMGN2P30	high mobility group nucleosomal binding domain 2 pseudogene 30	7	+	42113250	42114450
7	23138	N4BP3	NEDD4 binding protein 3	5	+	178113505	178127033
15	283869	NPW	neuropeptide W	16	+	2019519	2020754
1	729349	RPL17P16	ribosomal protein L17 pseudogene 16	3	-	48120622	48121286
2	101929639	B4GALT1-AS1	B4GALT1 antisense RNA 1	9	+	33166947	33179982
99	1601	DAB2	Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)	5	-	39371673	39425232
14	22989	MYH15	myosin, heavy chain 15	3	-	108380367	108549464
1	728553	RPS8P8	ribosomal protein S8 pseudogene 8	5	+	33162155	33162858
2	780852	SNORD3B-2	small nucleolar RNA, C/D box 3B-2	17	-	19063919	19064135
1	285900	RPL6P20	ribosomal protein L6 pseudogene 20	7	-	64141492	64142419
11	286204	CRB2	crumbs family member 2	9	+	123354458	123380334
1	100128373	LOC100128373	-	14	-	101217386	101218230
8	26149	ZNF658	zinc finger protein 658	9	+	66900728	66921652
11	407001	MIR218-2	microRNA 218-2	5	-	168768145	168768254
29	11332	ACOT7	acyl-CoA thioesterase 7	1	-	6264271	6393765
10	56117	PCDHA@	protocadherin alpha cluster, complex locus	5	+	140786290	141012343
1	446209	RPS26P9	ribosomal protein S26 pseudogene 9	14	-	20616643	20616990
15	54768	HYDIN	HYDIN, axonemal central pair apparatus protein	16	-	70802083	71230721
2	100616334	MIR4790	microRNA 4790	3	-	5250176	5250254
5	125488	TTC39C	tetratricopeptide repeat domain 39C	18	+	23992772	24135609
20	29886	SNX8	sorting nexin 8	7	-	2251769	2314474
15	100652748	TIMM23B	translocase of inner mitochondrial membrane 23 homolog B (yeast)	10	+	49942032	49988838
15	55230	USP40	ubiquitin specific peptidase 40	2	-	233475518	233566786
17	128239	IQGAP3	IQ motif containing GTPase activating protein 3	1	-	156525404	156572603
70	5837	PYGM	phosphorylase, glycogen, muscle	11	-	64746388	64760714
10	9751	SNPH	syntaphilin	20	+	1266296	1309326
42	2780	GNAT2	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2	1	-	109602905	109619661
20	51562	MBIP	MAP3K12 binding inhibitory protein 1	14	-	36298557	36320675
1	100129650	RPS26P55	ribosomal protein S26 pseudogene 55	19	-	34533353	34534085
1	100996665	LINC01533	long intergenic non-protein coding RNA 1533	19	+	32025861	32048898
1	100271535	RPL7AP55	ribosomal protein L7a pseudogene 55	11	+	7783673	7784465
20	81627	TRMT1L	tRNA methyltransferase 1 homolog (S. cerevisiae)-like	1	-	185118084	185157097
3	728361	OVOL3	ovo-like zinc finger 3	19	+	36108828	36113719
9	440400	RNASEK	ribonuclease, RNase K	17	+	7012416	7014532
2	359777	MRPS33P4	mitochondrial ribosomal protein S33 pseudogene 4	20	+	52511298	52511549
12	64395	GMCL1	germ cell-less, spermatogenesis associated 1	2	+	69829641	69881385
1	389179	EEF1A1P8	eukaryotic translation elongation factor 1 alpha 1 pseudogene 8	3	-	184026368	184027755
3	375027	S100A7P2	S100 calcium binding protein A7 pseudogene 2	1	+	153444908	153446662
63	9582	APOBEC3B	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B	22	+	38982398	38992778
2	100129396	FAM106CP	family with sequence similarity 106, member C, pseudogene	17	+	16788742	16790500
3	254786	OR6C3	olfactory receptor, family 6, subfamily C, member 3	12	+	55331700	55332635
1	100131527	RPL19P7	ribosomal protein L19 pseudogene 7	3	+	98620075	98620695
6	28793	IGLV3-25	immunoglobulin lambda variable 3-25	22	+	22686768	22687280
145	7013	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	8	+	73008861	73048122
12	56169	GSDMC	gasdermin C	8	-	129705902	129786887
15	9781	RNF144A	ring finger protein 144A	2	+	6917391	7076196
7	64900	LPIN3	lipin 3	20	+	41340779	41360584
16	744	MPPED2	metallophosphoesterase domain containing 2	11	-	30384492	30586713
62	5737	PTGFR	prostaglandin F receptor (FP)	1	+	78476239	78540700
26	10423	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	16	-	29858355	29863287
1	100189011	TRG-TCC2-6	transfer RNA-Gly (TCC) 2-6	1	+	161531112	161531183
17	100287178	USP17L11	ubiquitin specific peptidase 17-like family member 11	4	+	9215404	9216996
2	147804	TPM3P9	tropomyosin 3 pseudogene 9	19	+	53431973	53444671
7	84264	HAGHL	hydroxyacylglutathione hydrolase-like	16	+	726935	729714
19	79947	DHDDS	dehydrodolichyl diphosphate synthase	1	+	26432281	26471305
42	10483	SEC23B	Sec23 homolog B (S. cerevisiae)	20	+	18507543	18561414
78	4986	OPRK1	opioid receptor, kappa 1	8	-	53225715	53251696
1	100270957	RPL22P8	ribosomal protein L22 pseudogene 8	2	+	107914909	107915294
118	26291	FGF21	fibroblast growth factor 21	19	+	48755558	48758329
27	1160	CKMT2	creatine kinase, mitochondrial 2 (sarcomeric)	5	+	81233319	81266397
3	202658	TRIM39-RPP21	TRIM39-RPP21 readthrough	6	+	30329310	30346857
120	5230	PGK1	phosphoglycerate kinase 1	X	+	78104168	78126826
2	201989	GK6P	glycerol kinase 6 pseudogene	4	-	119392862	119395069
7	51136	RNFT1	ring finger protein, transmembrane 1	17	-	59952361	59964755
3	255725	OR52B2	olfactory receptor, family 52, subfamily B, member 2	11	-	6169354	6170325
44	719	C3AR1	complement component 3a receptor 1	12	-	8058322	8066358
1	497256	LOC497256	-	9	-	87844516	87847763
43	84894	LINGO1	leucine rich repeat and Ig domain containing 1	15	-	77613023	77820899
100	5757	PTMA	prothymosin, alpha	2	+	231708524	231713540
1	399888	FAM180B	family with sequence similarity 180, member B	11	+	47586677	47589193
1	168741	PER4	-	7	+	9634269	9635816
40	8525	DGKZ	diacylglycerol kinase, zeta	11	+	46332904	46380553
22	8292	COLQ	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	3	-	15450132	15521750
6	197021	LCTL	lactase-like	15	-	66547467	66565978
5	28784	IGLV4-69	immunoglobulin lambda variable 4-69	22	+	22030993	22031471
1	646104	RPL32P16	ribosomal protein L32 pseudogene 16	6	+	151096158	151099932
29	5973	RENBP	renin binding protein	X	-	153935268	153944779
2	102465694	MIR7161	microRNA 7161	6	+	158609706	158609789
4	728577	CNTNAP3B	contactin associated protein-like 3B	9	-	41890920	42129503
82	6880	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	5	-	69364742	69370012
16	151011	SEPT10	septin 10	2	-	109542796	109614205
1	100129725	LOC100129725	-	3	-	191951110	191951746
2	100616312	MIR4478	microRNA 4478	9	-	122120081	122120166
14	8814	CDKL1	cyclin-dependent kinase-like 1 (CDC2-related kinase)	14	-	50329403	50397403
12	55005	RMND1	required for meiotic nuclear division 1 homolog (S. cerevisiae)	6	-	151404760	151452180
2	391836	RPL10AP10	ribosomal protein L10a pseudogene 10	5	+	138610654	138620963
2	100616149	MIR4512	microRNA 4512	15	-	66496957	66497033
1	645676	ASH1L-AS1	ASH1L antisense RNA 1	1	+	155561980	155563943
23	4821	NKX2-2	NK2 homeobox 2	20	-	21499259	21514025
30	51517	NCKIPSD	NCK interacting protein with SH3 domain	3	-	48673838	48685932
2	100500891	MIR3935	microRNA 3935	16	+	56245519	56245622
1	101927242	LINC01430	long intergenic non-protein coding RNA 1430	20	-	44448776	44450556
1	100151655	RNU7-60P	RNA, U7 small nuclear 60 pseudogene	12	+	11546477	11546536
1	124974	TXNP4	thioredoxin pseudogene 4	17	+	4572175	4572659
1	153842	SHFM1P1	split hand/foot malformation (ectrodactyly) type 1 pseudogene 1	5	+	81892437	81892890
56	4656	MYOG	myogenin (myogenic factor 4)	1	-	203083128	203086037
15	11181	TREH	trehalase (brush-border membrane glycoprotein)	11	-	118658231	118679689
1	100271091	RPS23P3	ribosomal protein S23 pseudogene 3	4	+	66431091	66431520
152	467	ATF3	activating transcription factor 3	1	+	212565333	212620776
1	389473	LOC389473	-	7	+	23480582	23482568
17	10389	SCML2	sex comb on midleg-like 2 (Drosophila)	X	-	18239312	18354723
3	338657	CCDC84	coiled-coil domain containing 84	11	+	118994352	119015792
59	10432	RBM14	RNA binding motif protein 14	11	+	66616581	66629933
15	23527	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	3	-	195274735	195443175
2	100216507	DNM1P26	DNM1 pseudogene 26	Y	+	25487506	25492462
1	102724422	LOC102724422	-	6	+	100881407	101167757
1	100113421	LOC100113421	-	9	+	62888534	62892745
1	140468	COX11P1	COX11 pseudogene 1	6	+	28446919	28447629
1	254439	C11orf86	chromosome 11 open reading frame 86	11	+	66975282	66977007
8	84275	SLC25A33	solute carrier family 25 (pyrimidine nucleotide carrier), member 33	1	+	9539468	9582772
3	100302219	MIR1245A	microRNA 1245a	2	+	188978091	188978160
2	219436	OR5D14	olfactory receptor, family 5, subfamily D, member 14	11	+	55795555	55796499
1	100133301	FAM231B	family with sequence similarity 231, member B	1	+	16538723	16540034
19	253782	CERS6	ceramide synthase 6	2	+	168456248	168775133
2	100500816	MIR3649	microRNA 3649	12	-	1660314	1660379
24	135112	NCOA7	nuclear receptor coactivator 7	6	+	125781130	125932029
23	9435	CHST2	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2	3	+	143119775	143124013
8	83742	MARVELD1	MARVEL domain containing 1	10	+	97713707	97718151
18	84129	ACAD11	acyl-CoA dehydrogenase family, member 11	3	-	132558137	132660130
2	102723370	LOC102723370	-	11	+	21753592	22121530
22	26224	FBXL3	F-box and leucine-rich repeat protein 3	13	-	77001338	77027195
6	166793	ZBTB49	zinc finger and BTB domain containing 49	4	+	4290196	4321785
2	100506757	LINC00629	long intergenic non-protein coding RNA 629	X	+	134550023	134560397
6	85019	TMEM241	transmembrane protein 241	18	-	23295780	23437968
9	26211	OR2F1	olfactory receptor, family 2, subfamily F, member 1	7	+	143907125	143961014
17	80274	SCUBE1	signal peptide, CUB domain, EGF-like 1	22	-	43203222	43343387
5	84684	INSM2	insulinoma-associated 2	14	+	35534041	35537053
1	728131	RPS6P6	-	4	-	82494805	82495933
3	802	CALM1P1	calmodulin 1 (phosphorylase kinase, delta) pseudogene 1	X	+	95499807	95499914
3	84443	FRMPD3	FERM and PDZ domain containing 3	X	+	107522449	107605243
1	100507091	LOC100507091	-	12	+	123081383	123084743
3	100132815	IPO5P1	importin 5 pseudogene 1	19	-	23255052	23274250
9	10003	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2	11	+	90131572	90199742
190	2516	NR5A1	nuclear receptor subfamily 5, group A, member 1	9	-	124481231	124507447
4	100233156	LOC100233156	-	-	-	38783	97453
18	6100	RP9	retinitis pigmentosa 9 (autosomal dominant)	7	-	33094796	33109389
1	100312836	VN1R91P	vomeronasal 1 receptor 91 pseudogene	19	+	23290128	23291016
1	139041	PSMAGEA	-	X	-	152784303	152789416
2	100131971	RPS26P54	ribosomal protein S26 pseudogene 54	18	+	59761531	59761984
25	5471	PPAT	phosphoribosyl pyrophosphate amidotransferase	4	-	56393361	56435635
3	574468	MIR526B	microRNA 526b	19	+	53694392	53694474
1	100189374	TRT-AGT5-1	transfer RNA-Thr (AGT) 5-1	6	+	27726693	27726766
28	4009	LMX1A	LIM homeobox transcription factor 1, alpha	1	-	165201866	165356714
46	2584	GALK1	galactokinase 1	17	-	75757936	75765198
18	54738	FEV	FEV (ETS oncogene family)	2	-	218981086	218985656
20	23325	KIAA1033	KIAA1033	12	+	105107713	105169134
11	10861	SLC26A1	solute carrier family 26 (anion exchanger), member 1	4	-	979072	994216
1	101927686	LOC101927686	-	6	-	113623534	113650074
1	100505716	LOC100505716	-	2	-	28307690	28310458
1	101926890	DAB1-AS1	DAB1 antisense RNA 1	1	+	57860542	57863113
8	100132417	FCGR1C	Fc fragment of IgG, high affinity Ic, receptor (CD64), pseudogene	1	+	143874742	143883732
3	641373	NRON	non-protein coding RNA, repressor of NFAT	9	-	126407774	126410503
2	728485	LOC728485	-	19	+	36773117	36777077
28	5948	RBP2	retinol binding protein 2, cellular	3	-	139452883	139476509
10	57228	SMAGP	small cell adhesion glycoprotein	12	-	51245348	51270417
2	100616477	MIR4442	microRNA 4442	3	-	25664872	25664938
1	146562	C16orf71	chromosome 16 open reading frame 71	16	+	4734287	4749395
23	252839	TMEM9	transmembrane protein 9	1	-	201134770	201171581
3	285074	LOC285074	-	2	-	87030674	87076412
1	100462821	USP9YP7	ubiquitin specific peptidase 9, Y-linked pseudogene 7	Y	+	17910590	17910786
2	101928135	LOC101928135	-	3	-	34875794	35394022
1	388699	LINC00302	long intergenic non-protein coding RNA 302	1	+	152655428	152656804
1	101060553	LOC101060553	-	13	-	111148196	111153576
55	8569	MKNK1	MAP kinase interacting serine/threonine kinase 1	1	-	46557406	46604293
1	149844	LOC149844	-	20	+	6213115	6215338
10	116159	CYYR1	cysteine/tyrosine-rich 1	21	-	26466208	26573283
3	3517	RBPJP2	RBPJ pseudogene 2	9	+	66635578	66637851
1	256085	WRBP1	tryptophan rich basic protein pseudogene 1	4	-	112693437	112693790
13	49855	SCAPER	S-phase cyclin A-associated protein in the ER	15	-	76348184	76905454
3	126248	WDR88	WD repeat domain 88	19	+	33132028	33175798
1	440040	LOC440040	-	11	+	49558527	49810418
664	4233	MET	MET proto-oncogene, receptor tyrosine kinase	7	+	116672404	116798385
22	1384	CRAT	carnitine O-acetyltransferase	9	-	129094793	129110790
233	4018	LPA	lipoprotein, Lp(a)	6	-	160531482	160666374
1	100189380	TRG-GCC2-1	transfer RNA-Gly (GCC) 2-1	1	-	161523846	161523916
1	727703	IGFL1P1	IGF-like family member 1 pseudogene 1	19	+	46197020	46197279
3	85390	SNORD14D	small nucleolar RNA, C/D box 14D	11	-	123058908	123058994
1	100271016	RPL37P11	ribosomal protein L37 pseudogene 11	2	-	26678218	26678509
1	100271385	RPS4XP12	ribosomal protein S4X pseudogene 12	11	-	121250263	121250972
23	9253	NUMBL	numb homolog (Drosophila)-like	19	-	40665904	40691674
4	285943	HOXA-AS2	HOXA cluster antisense RNA 2	7	+	27121918	27128759
2	347487	CXorf66	chromosome X open reading frame 66	X	-	139955724	139965517
124	1482	NKX2-5	NK2 homeobox 5	5	-	173232103	173235311
1	100131083	RPS8P5	ribosomal protein S8 pseudogene 5	3	-	57530292	57530972
353	3934	LCN2	lipocalin 2	9	+	128149452	128153454
17	65992	DDRGK1	DDRGK domain containing 1	20	-	3190365	3204648
29	51569	UFM1	ubiquitin-fold modifier 1	13	+	38349770	38363006
11	55246	CCDC25	coiled-coil domain containing 25	8	-	27733315	27772654
13	2527	FUT5	fucosyltransferase 5 (alpha (1,3) fucosyltransferase)	19	-	5865825	5870539
1	390848	RPS15AP35	ribosomal protein S15a pseudogene 35	18	-	32075845	32076301
19	84133	ZNRF3	zinc and ring finger 3	22	+	28800653	29057487
1	100270882	RPL21P26	ribosomal protein L21 pseudogene 26	1	-	94406386	94406921
14	51019	CCDC53	coiled-coil domain containing 53	12	-	102012839	102062123
106	56852	RAD18	RAD18 E3 ubiquitin protein ligase	3	-	8877195	8963474
42	55183	RIF1	replication timing regulatory factor 1	2	+	151409882	151534201
21	10559	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter), member A1	6	+	87472924	87512338
267	6093	ROCK1	Rho-associated, coiled-coil containing protein kinase 1	18	-	20949739	21111850
7	83650	SLC35G5	solute carrier family 35, member G5	8	+	11330985	11332185
2	285352	KIF9-AS1	KIF9 antisense RNA 1	3	+	47164369	47244115
1	100129784	RPL17P26	ribosomal protein L17 pseudogene 26	6	+	56871148	56871779
6	26740	OR1J2	olfactory receptor, family 1, subfamily J, member 2	9	+	122448952	122580750
624	983	CDK1	cyclin-dependent kinase 1	10	+	60778330	60794851
12	81831	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2	16	-	47081519	47144024
1	100189433	TRT-AGT3-1	transfer RNA-Thr (AGT) 3-1	6	+	28726017	28726090
1	101927023	LOC101927023	-	5	+	112228282	112257308
11	257	ALX3	ALX homeobox 3	1	-	110060374	110070699
11	65094	JMJD4	jumonji domain containing 4	1	-	227731188	227735498
1	100271326	RPL36AP17	ribosomal protein L36a pseudogene 17	3	+	35871857	35872215
1	100312830	VN1R85P	vomeronasal 1 receptor 85 pseudogene	19	-	22174765	22175190
59	4776	NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	14	+	24366910	24379603
2	100616393	MIR4657	microRNA 4657	7	-	44881747	44881799
10	284348	LYPD5	LY6/PLAUR domain containing 5	19	-	43795926	43827198
3	664709	HNRNPA1P10	heterogeneous nuclear ribonucleoprotein A1 pseudogene 10	19	-	11665735	11667088
33	51181	DCXR	dicarbonyl/L-xylulose reductase	17	-	82035880	82037696
5	724031	MIR661	microRNA 661	8	-	143945190	143945278
1	29034	CPS1-IT1	CPS1 intronic transcript 1 (non-protein coding)	2	+	210617570	210619875
23	26039	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	20	+	62143719	62182509
1	100526837	EEF1E1-BLOC1S5	EEF1E1-BLOC1S5 readthrough (NMD candidate)	6	-	8013566	8102594
1	645173	RPS2P48	ribosomal protein S2 pseudogene 48	17	-	53756941	53757900
37	94081	SFXN1	sideroflexin 1	5	+	175478510	175529741
1	100271460	RPL23AP31	ribosomal protein L23a pseudogene 31	2	+	218841604	218842064
2	100124536	SNORA38B	small nucleolar RNA, H/ACA box 38B	17	+	67740669	67740800
4	129852	C2orf73	chromosome 2 open reading frame 73	2	+	54330012	54383672
21	56987	BBX	bobby sox homolog (Drosophila)	3	+	107522935	107811328
24	84311	MRPL45	mitochondrial ribosomal protein L45	17	+	38297022	38323217
10	7718	ZNF165	zinc finger protein 165	6	+	28080703	28089562
4	23615	PYY2	peptide YY, 2 (pseudogene)	17	+	28226562	28228059
36	221613	HIST1H2AA	histone cluster 1, H2aa	6	-	25726062	25726561
95	3741	KCNA5	potassium voltage-gated channel, shaker-related subfamily, member 5	12	+	5043918	5046787
29	10345	TRDN	triadin	6	-	123216338	123637282
1	101929172	LOC101929172	-	8	+	21298238	21309448
8	85478	CCDC65	coiled-coil domain containing 65	12	+	48904109	48921575
4	135927	C7orf34	chromosome 7 open reading frame 34	7	+	142939505	142940869
17	3617	IMPG1	interphotoreceptor matrix proteoglycan 1	6	-	75921113	76072677
7	146542	ZNF688	zinc finger protein 688	16	-	30569676	30572494
4	644314	MT1IP	metallothionein 1I, pseudogene	16	+	56676115	56677876
61	3274	HRH2	histamine receptor H2	5	+	175657795	175710755
4	152756	FAM218A	family with sequence similarity 218, member A	4	+	164956947	164959120
87	4218	RAB8A	RAB8A, member RAS oncogene family	19	+	16111679	16133634
108	5438	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	19	-	36113708	36115303
6	195827	AAED1	AhpC/TSA antioxidant enzyme domain containing 1	9	-	96641250	96655322
2	100616259	MIR378I	microRNA 378i	22	-	41923221	41923296
23	144402	CPNE8	copine VIII	12	-	38652199	38906134
17	57451	TENM2	teneurin transmembrane protein 2	5	+	166979077	168264156
23	114884	OSBPL10	oxysterol binding protein-like 10	3	-	31660824	31981849
28	9425	CDYL	chromodomain protein, Y-like	6	+	4706158	4955543
11	91133	L3MBTL4	l(3)mbt-like 4 (Drosophila)	18	-	5954702	6414910
17	140545	RNF32	ring finger protein 32	7	+	156640285	156677892
6	130502	TTC32	tetratricopeptide repeat domain 32	2	-	19896752	19901985
8	84247	LDOC1L	leucine zipper, down-regulated in cancer 1-like	22	-	44492569	44498124
19	54108	CHRAC1	chromatin accessibility complex 1	8	+	140511297	140517152
1	101056699	TRK-CTT7-1	transfer RNA-Lys (CTT) 7-1	1	+	16553461	16553532
2	728505	WDR82P1	WD repeat domain 82 pseudogene 1	3	-	94935598	94938283
19	10766	TOB2	transducer of ERBB2, 2	22	-	41433487	41448229
1	100874195	DIAPH3-AS1	DIAPH3 antisense RNA 1	13	+	60012717	60044356
2	55338	FLJ11292	-	5	-	87215734	87239200
12	5922	RASA2	RAS p21 protein activator 2	3	+	141487046	141615362
72	1063	CENPF	centromere protein F, 350/400kDa	1	+	214603178	214664570
1	100996645	LINCR-0003	-	5	+	57570341	57617429
8	9858	PPP1R26	protein phosphatase 1, regulatory subunit 26	9	+	135479698	135488893
2	449492	DEFA9P	defensin, alpha 9 pseudogene	8	-	6959288	6960160
1	389101	RPL23AP43	ribosomal protein L23a pseudogene 43	3	+	32781558	32786179
25	10588	MTHFS	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	15	-	79843546	79897284
8	253018	HCG27	HLA complex group 27 (non-protein coding)	6	+	31197759	31203967
2	728026	LOC728026	-	9	-	94347116	94347585
1	100151672	RNU7-75P	RNA, U7 small nuclear 75 pseudogene	5	+	37327134	37327194
1	100270921	RPL12P21	ribosomal protein L12 pseudogene 21	5	-	139035106	139035644
1	645212	EIF3J-AS1	EIF3J antisense RNA 1 (head to head)	15	-	44534504	44536922
53	9223	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	3	-	65330763	66038835
37	8334	HIST1H2AC	histone cluster 1, H2ac	6	+	26124144	26124689
1	100189472	TRF-GAA11-1	transfer RNA-Phe (GAA) 11-1	6	-	28727077	28727149
27	8799	PEX11B	peroxisomal biogenesis factor 11 beta	1	-	145911347	145918923
5	55855	FAM45B	family with sequence similarity 45, member B (pseudogene)	X	+	130494940	130497447
188	7332	UBE2L3	ubiquitin-conjugating enzyme E2L 3	22	+	21549446	21624033
2	100131730	RPL37AP7	ribosomal protein L37a pseudogene 7	11	+	27483818	27484190
1	284933	LOC284933	-	22	-	48538899	48547386
86	5783	PTPN13	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	4	+	86594306	86815178
26	90102	PHLDB2	pleckstrin homology-like domain, family B, member 2	3	+	111732479	111976516
3	100527964	LHX4-AS1	LHX4 antisense RNA 1	1	-	180269662	180274680
3120	3569	IL6	interleukin 6	7	+	22725441	22732001
20	7342	UBP1	upstream binding protein 1 (LBP-1a)	3	-	33388335	33440812
99	3280	HES1	hes family bHLH transcription factor 1	3	+	194136141	194138611
20	4892	NRAP	nebulin-related anchoring protein	10	-	113588823	113664069
7	131096	KCNH8	potassium voltage-gated channel, subfamily H (eag-related), member 8	3	+	19147092	19535642
4	155051	CRYGN	crystallin, gamma N	7	-	151429969	151448418
29	6358	CCL14	chemokine (C-C motif) ligand 14	17	-	35983655	35986727
8	57458	TMCC3	transmembrane and coiled-coil domain family 3	12	-	94567123	94650561
3	148824	GCSAML-AS1	GCSAML antisense RNA 1	1	-	247524678	247530803
31	9689	BZW1	basic leucine zipper and W2 domains 1	2	+	200811543	200823845
2	693154	MIR569	microRNA 569	3	-	171106663	171106758
23	23704	KCNE4	potassium voltage-gated channel, Isk-related family, member 4	2	+	223051929	223055636
3	728255	KRTAP1-4	keratin associated protein 1-4	17	-	41029676	41030124
224	2266	FGG	fibrinogen gamma chain	4	-	154604133	154612749
130	1513	CTSK	cathepsin K	1	-	150796207	150808440
44	50940	PDE11A	phosphodiesterase 11A	2	-	177623248	178108338
17	221955	DAGLB	diacylglycerol lipase, beta	7	-	6409115	6448011
4	404201	WDFY3-AS2	WDFY3 antisense RNA 2	4	+	84966817	85007014
67	9113	LATS1	large tumor suppressor kinase 1	6	-	149658152	149718255
15	6847	SYCP1	synaptonemal complex protein 1	1	+	114854415	114995369
13	55656	INTS8	integrator complex subunit 8	8	+	94813310	94880492
3	100033425	SNORD116-13	small nucleolar RNA, C/D box 116-13	15	+	25079056	25079149
3	337960	KRTAP13-3	keratin associated protein 13-3	21	-	30425392	30425911
70	6495	SIX1	SIX homeobox 1	14	-	60644698	60649436
1	646506	LOC646506	-	X	+	33410970	33412169
3	100506380	LINC01006	long intergenic non-protein coding RNA 1006	7	-	156472098	156603194
1	729885	VN1R101P	vomeronasal 1 receptor 101 pseudogene	19	+	53422797	53423688
36	255022	CALHM1	calcium homeostasis modulator 1	10	-	103453386	103458890
